,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season
5559,2023-01-26,16,4,425,1,2023-02-24,2023-03-06,0,10,Winter2022
29651,2023-01-26,18,5,1181,1,2023-02-13,2023-02-24,0,11,Winter2022
15494,2023-01-26,14,6,1018,2,2023-03-06,2023-03-07,0,1,Winter2022
51014,2023-01-26,16,6,541,1,2023-03-09,2023-03-15,0,6,Winter2022
95502,2023-01-26,18,6,854,1,2023-03-07,2023-03-08,0,1,Winter2022
43992,2023-01-26,20,8,533,2,2023-02-01,2023-02-09,0,8,Winter2022
74816,2023-01-26,21,6,808,2,2023-03-10,2023-03-14,0,4,Winter2022
54929,2023-01-26,16,8,1132,1,2023-02-20,2023-03-03,0,11,Winter2022
78297,2023-01-26,21,8,1066,1,2023-03-06,2023-03-17,0,11,Winter2022
93193,2023-01-26,15,8,577,1,2023-03-02,2023-03-14,0,12,Winter2022
33286,2023-01-26,12,4,240,1,2023-01-27,2023-02-07,0,11,Winter2022
4490,2023-01-27,15,4,245,1,2023-03-01,2023-03-02,0,1,Winter2022
31942,2023-01-27,19,5,1215,1,2023-03-01,2023-03-09,0,8,Winter2022
89560,2023-01-27,13,5,1168,2,2023-03-01,2023-03-03,0,2,Winter2022
99557,2023-01-27,20,4,84,1,2023-02-10,2023-02-20,0,10,Winter2022
92523,2023-01-27,16,4,335,1,2023-03-07,2023-03-10,0,3,Winter2022
39491,2023-01-27,21,6,1100,1,2023-03-03,2023-03-13,0,10,Winter2022
89119,2023-01-27,17,4,147,1,2023-01-30,2023-02-08,0,9,Winter2022
59309,2023-01-27,15,5,1195,1,2023-02-21,2023-02-23,0,2,Winter2022
94164,2023-01-27,20,6,824,1,2023-03-09,2023-03-17,0,8,Winter2022
14773,2023-01-27,18,4,19,1,2023-03-13,2023-03-15,0,2,Winter2022
51499,2023-01-27,17,4,144,2,2023-03-01,2023-03-15,0,14,Winter2022
66274,2023-01-27,21,8,672,2,2023-02-17,2023-02-22,0,5,Winter2022
99924,2023-01-27,21,4,337,2,2023-02-23,2023-02-28,0,5,Winter2022
94934,2023-01-27,16,4,282,1,2023-03-10,2023-03-17,0,7,Winter2022
82349,2023-01-27,20,4,318,2,2023-01-30,2023-02-09,0,10,Winter2022
97594,2023-01-27,15,6,846,1,2023-02-27,2023-03-13,0,14,Winter2022
58869,2023-01-27,16,5,776,1,2023-02-17,2023-03-03,0,14,Winter2022
10941,2023-01-27,20,4,24,2,2023-02-23,2023-03-03,0,8,Winter2022
34540,2023-01-27,18,5,611,1,2023-03-08,2023-03-16,0,8,Winter2022
16606,2023-01-27,15,8,617,2,2023-02-21,2023-03-06,0,13,Winter2022
48996,2023-01-27,13,6,855,1,2023-03-03,2023-03-08,0,5,Winter2022
19745,2023-01-28,14,4,214,1,2023-02-20,2023-03-01,0,9,Winter2022
43041,2023-01-28,18,4,265,1,2023-03-13,2023-03-14,0,1,Winter2022
7833,2023-01-28,20,4,485,2,2023-03-10,2023-03-17,0,7,Winter2022
74320,2023-01-28,15,5,762,1,2023-03-16,2023-03-30,0,14,Winter2022
34336,2023-01-28,17,4,311,1,2023-02-20,2023-03-03,0,11,Winter2022
37246,2023-01-28,9,5,742,1,2023-03-03,2023-03-15,0,12,Winter2022
42993,2023-01-28,12,8,772,1,2023-02-20,2023-02-24,0,4,Winter2022
65726,2023-01-28,22,4,69,2,2023-03-08,2023-03-09,0,1,Winter2022
39094,2023-01-28,17,4,191,1,2023-03-01,2023-03-07,0,6,Winter2022
63556,2023-01-28,18,4,408,1,2023-03-10,2023-03-21,0,11,Winter2022
86945,2023-01-28,14,6,496,1,2023-02-10,2023-02-15,0,5,Winter2022
49448,2023-01-28,19,8,498,1,2023-02-15,2023-02-21,0,6,Winter2022
5270,2023-01-28,14,4,302,1,2023-02-24,2023-03-10,0,14,Winter2022
30786,2023-01-28,14,8,721,1,2023-02-27,2023-03-09,0,10,Winter2022
92919,2023-01-28,17,4,363,1,2023-02-24,2023-02-27,0,3,Winter2022
89518,2023-01-28,23,4,49,2,2023-02-21,2023-02-23,0,2,Winter2022
95674,2023-01-28,20,4,279,1,2023-02-17,2023-03-02,0,13,Winter2022
27961,2023-01-29,19,5,1041,1,2023-01-30,2023-02-01,0,2,Winter2022
5999,2023-01-29,19,4,222,1,2023-03-03,2023-03-06,0,3,Winter2022
42538,2023-01-29,21,4,56,2,2023-03-08,2023-03-15,0,7,Winter2022
14302,2023-01-29,17,4,415,1,2023-03-02,2023-03-14,0,12,Winter2022
30870,2023-01-29,18,4,342,1,2023-02-20,2023-03-02,0,10,Winter2022
60577,2023-01-29,19,5,787,1,2023-02-23,2023-02-28,0,5,Winter2022
22337,2023-01-29,13,8,617,2,2023-03-02,2023-03-10,0,8,Winter2022
99512,2023-01-29,24,8,814,1,2023-02-27,2023-03-13,0,14,Winter2022
1021,2023-01-29,16,4,222,1,2023-01-30,2023-02-01,0,2,Winter2022
37980,2023-01-29,15,5,917,1,2023-02-08,2023-02-10,0,2,Winter2022
5160,2023-01-29,18,6,823,1,2023-02-17,2023-03-03,0,14,Winter2022
94194,2023-01-29,11,6,912,1,2023-02-23,2023-03-07,0,12,Winter2022
66440,2023-01-29,16,8,680,1,2023-03-20,2023-03-31,0,11,Winter2022
38403,2023-01-29,24,4,42,1,2023-03-01,2023-03-10,0,9,Winter2022
97613,2023-01-29,15,4,146,1,2023-03-10,2023-03-14,0,4,Winter2022
22020,2023-01-29,15,4,116,1,2023-03-02,2023-03-03,0,1,Winter2022
77230,2023-01-29,18,4,869,2,2023-02-09,2023-02-23,0,14,Winter2022
81651,2023-01-29,14,8,1056,1,2023-03-06,2023-03-08,0,2,Winter2022
50942,2023-01-29,20,4,15,1,2023-02-10,2023-02-20,0,10,Winter2022
92047,2023-01-29,18,5,1031,2,2023-02-22,2023-02-28,0,6,Winter2022
32510,2023-01-29,18,4,348,2,2023-02-20,2023-02-22,0,2,Winter2022
45534,2023-01-29,17,4,58,1,2023-02-17,2023-02-24,0,7,Winter2022
13643,2023-01-29,16,5,1095,1,2023-02-20,2023-02-21,0,1,Winter2022
80445,2023-01-30,18,8,821,1,2023-03-08,2023-03-10,0,2,Winter2022
26932,2023-01-30,22,5,685,2,2023-03-10,2023-03-22,0,12,Winter2022
70399,2023-01-30,17,4,437,2,2023-02-20,2023-02-21,0,1,Winter2022
53341,2023-01-30,21,6,528,2,2023-03-06,2023-03-09,0,3,Winter2022
99498,2023-01-30,18,6,1196,1,2023-03-02,2023-03-13,0,11,Winter2022
63480,2023-01-30,15,4,20,1,2023-03-14,2023-03-21,0,7,Winter2022
52922,2023-01-30,16,5,868,1,2023-03-09,2023-03-23,0,14,Winter2022
77017,2023-01-30,18,4,359,1,2023-02-23,2023-03-03,0,8,Winter2022
82230,2023-01-30,20,6,579,2,2023-02-15,2023-03-01,0,14,Winter2022
44491,2023-01-30,15,5,820,1,2023-02-20,2023-02-22,0,2,Winter2022
12596,2023-01-30,18,5,1042,1,2023-02-22,2023-02-24,0,2,Winter2022
6030,2023-01-30,19,6,1038,1,2023-03-14,2023-03-24,0,10,Winter2022
54355,2023-01-30,18,6,993,1,2023-03-06,2023-03-09,0,3,Winter2022
83799,2023-01-30,17,5,826,1,2023-02-17,2023-03-02,0,13,Winter2022
70864,2023-01-30,18,4,256,1,2023-03-07,2023-03-15,0,8,Winter2022
80920,2023-01-30,17,4,364,1,2023-02-15,2023-02-28,0,13,Winter2022
73493,2023-01-30,17,8,761,1,2023-03-01,2023-03-03,0,2,Winter2022
359,2023-01-31,23,4,433,1,2023-02-28,2023-03-13,0,13,Winter2022
42761,2023-01-31,21,4,381,1,2023-03-02,2023-03-06,0,4,Winter2022
28500,2023-01-31,19,4,470,2,2023-03-09,2023-03-23,0,14,Winter2022
86479,2023-01-31,15,8,515,1,2023-03-03,2023-03-08,0,5,Winter2022
20235,2023-01-31,19,4,245,1,2023-03-06,2023-03-10,0,4,Winter2022
44717,2023-01-31,23,4,239,1,2023-03-02,2023-03-13,0,11,Winter2022
28091,2023-01-31,16,5,1195,2,2023-02-20,2023-02-27,0,7,Winter2022
28867,2023-01-31,18,6,1005,2,2023-03-09,2023-03-10,0,1,Winter2022
47789,2023-01-31,17,6,987,1,2023-03-03,2023-03-06,0,3,Winter2022
3508,2023-01-31,20,5,1024,1,2023-03-07,2023-03-20,0,13,Winter2022
65330,2023-01-31,18,6,755,1,2023-02-01,2023-02-07,0,6,Winter2022
68905,2023-01-31,21,5,1130,1,2023-02-24,2023-03-07,0,11,Winter2022
10234,2023-01-31,20,6,1017,1,2023-02-13,2023-02-22,0,9,Winter2022
74303,2023-01-31,17,5,759,1,2023-03-13,2023-03-16,0,3,Winter2022
76121,2023-01-31,19,4,1063,2,2023-03-22,2023-03-28,0,6,Winter2022
47896,2023-01-31,17,8,1211,1,2023-03-01,2023-03-06,0,5,Winter2022
48760,2023-01-31,18,8,491,1,2023-02-28,2023-03-10,0,10,Winter2022
63178,2023-01-31,15,5,1015,1,2023-03-07,2023-03-16,0,9,Winter2022
71533,2023-01-31,18,5,669,1,2023-02-16,2023-03-01,0,13,Winter2022
11083,2023-01-31,20,6,1227,1,2023-02-09,2023-02-21,0,12,Winter2022
78083,2023-01-31,18,6,810,1,2023-03-08,2023-03-09,0,1,Winter2022
40367,2023-01-31,15,4,115,1,2023-03-06,2023-03-14,0,8,Winter2022
22121,2023-02-01,20,4,314,2,2023-03-09,2023-03-13,0,4,Winter2022
96282,2023-02-01,14,5,567,1,2023-02-10,2023-02-24,0,14,Winter2022
3390,2023-02-01,19,8,532,1,2023-03-07,2023-03-08,0,1,Winter2022
35983,2023-02-01,15,4,309,2,2023-02-22,2023-03-08,0,14,Winter2022
60055,2023-02-01,17,4,38,1,2023-02-24,2023-03-02,0,6,Winter2022
67412,2023-02-01,14,4,347,1,2023-02-16,2023-02-22,0,6,Winter2022
19033,2023-02-01,26,8,699,1,2023-02-23,2023-03-07,0,12,Winter2022
89987,2023-02-01,13,6,849,1,2023-02-16,2023-02-27,0,11,Winter2022
26929,2023-02-01,17,4,64,1,2023-03-03,2023-03-10,0,7,Winter2022
29947,2023-02-01,19,6,1062,2,2023-03-02,2023-03-16,0,14,Winter2022
18292,2023-02-01,17,4,114,1,2023-02-17,2023-02-22,0,5,Winter2022
48493,2023-02-01,22,8,497,1,2023-03-16,2023-03-27,0,11,Winter2022
83506,2023-02-01,19,4,31,1,2023-03-14,2023-03-16,0,2,Winter2022
57257,2023-02-01,20,5,1176,2,2023-03-14,2023-03-28,0,14,Winter2022
19427,2023-02-01,17,4,19,2,2023-03-01,2023-03-07,0,6,Winter2022
69015,2023-02-01,18,4,230,1,2023-02-23,2023-03-09,0,14,Winter2022
38762,2023-02-01,15,4,298,2,2023-03-08,2023-03-14,0,6,Winter2022
66276,2023-02-01,21,5,903,2,2023-03-13,2023-03-21,0,8,Winter2022
91254,2023-02-02,20,6,1197,1,2023-03-20,2023-03-30,0,10,Winter2022
89365,2023-02-02,13,5,815,1,2023-03-13,2023-03-24,0,11,Winter2022
22373,2023-02-02,16,5,1015,1,2023-03-13,2023-03-20,0,7,Winter2022
64775,2023-02-02,14,4,254,2,2023-02-21,2023-02-23,0,2,Winter2022
62212,2023-02-02,16,4,265,1,2023-03-16,2023-03-20,0,4,Winter2022
10921,2023-02-02,21,5,892,1,2023-03-01,2023-03-10,0,9,Winter2022
95013,2023-02-02,16,8,491,1,2023-02-23,2023-03-06,0,11,Winter2022
15883,2023-02-02,21,4,17,2,2023-02-23,2023-02-28,0,5,Winter2022
33001,2023-02-02,20,8,881,1,2023-03-09,2023-03-15,0,6,Winter2022
37398,2023-02-02,15,4,107,1,2023-02-27,2023-03-08,0,9,Winter2022
6072,2023-02-02,10,6,1104,1,2023-03-06,2023-03-10,0,4,Winter2022
87821,2023-02-02,24,4,320,1,2023-03-14,2023-03-17,0,3,Winter2022
56104,2023-02-02,15,6,706,1,2023-02-27,2023-03-02,0,3,Winter2022
3129,2023-02-02,18,5,594,2,2023-03-30,2023-04-03,0,4,Winter2022
73632,2023-02-02,15,8,1202,1,2023-02-03,2023-02-08,0,5,Winter2022
67190,2023-02-02,17,6,660,1,2023-03-08,2023-03-16,0,8,Winter2022
21722,2023-02-02,18,8,1166,1,2023-02-28,2023-03-08,0,8,Winter2022
34850,2023-02-02,14,6,899,1,2023-02-28,2023-03-14,0,14,Winter2022
47432,2023-02-02,18,4,251,1,2023-03-07,2023-03-13,0,6,Winter2022
63838,2023-02-02,19,6,714,1,2023-03-06,2023-03-09,0,3,Winter2022
32110,2023-02-02,17,4,272,1,2023-02-15,2023-02-28,0,13,Winter2022
85560,2023-02-02,20,6,629,1,2023-03-09,2023-03-17,0,8,Winter2022
363,2023-02-02,21,8,601,2,2023-02-20,2023-02-22,0,2,Winter2022
48551,2023-02-03,15,6,496,1,2023-02-06,2023-02-13,0,7,Winter2022
42487,2023-02-03,21,4,134,1,2023-03-09,2023-03-10,0,1,Winter2022
23735,2023-02-03,19,8,1108,1,2023-02-23,2023-03-02,0,7,Winter2022
67398,2023-02-03,21,4,342,1,2023-03-08,2023-03-16,0,8,Winter2022
28033,2023-02-03,17,6,679,1,2023-03-14,2023-03-20,0,6,Winter2022
16408,2023-02-03,11,5,818,1,2023-03-01,2023-03-06,0,5,Winter2022
6228,2023-02-03,22,6,809,1,2023-03-20,2023-03-27,0,7,Winter2022
17710,2023-02-03,20,4,221,1,2023-03-16,2023-03-20,0,4,Winter2022
37444,2023-02-03,16,5,1081,1,2023-03-16,2023-03-17,0,1,Winter2022
45405,2023-02-03,21,5,803,2,2023-03-01,2023-03-07,0,6,Winter2022
51648,2023-02-03,20,4,64,1,2023-03-14,2023-03-24,0,10,Winter2022
88127,2023-02-03,14,4,6,2,2023-03-10,2023-03-16,0,6,Winter2022
58489,2023-02-03,18,5,1153,1,2023-03-21,2023-03-23,0,2,Winter2022
74958,2023-02-03,13,6,878,1,2023-02-14,2023-02-22,0,8,Winter2022
43716,2023-02-03,22,4,350,1,2023-03-03,2023-03-17,0,14,Winter2022
80467,2023-02-03,18,5,1200,1,2023-03-03,2023-03-08,0,5,Winter2022
47146,2023-02-03,21,4,231,1,2023-03-02,2023-03-14,0,12,Winter2022
25707,2023-02-03,16,6,908,1,2023-03-08,2023-03-14,0,6,Winter2022
63954,2023-02-03,17,6,797,1,2023-03-14,2023-03-16,0,2,Winter2022
95322,2023-02-03,19,5,499,1,2023-03-10,2023-03-13,0,3,Winter2022
34663,2023-02-03,17,8,738,1,2023-02-02,2023-02-09,0,7,Winter2022
16426,2023-02-04,22,4,402,1,2023-03-06,2023-03-08,0,2,Winter2022
7505,2023-02-04,18,6,736,2,2023-03-14,2023-03-15,0,1,Winter2022
69946,2023-02-04,17,8,1186,1,2023-03-01,2023-03-14,0,13,Winter2022
40530,2023-02-04,12,8,713,1,2023-03-20,2023-03-29,0,9,Winter2022
97581,2023-02-04,14,4,303,1,2023-02-28,2023-03-13,0,13,Winter2022
94221,2023-02-04,17,6,1152,2,2023-03-08,2023-03-21,0,13,Winter2022
3550,2023-02-04,19,4,212,1,2023-02-23,2023-03-09,0,14,Winter2022
69951,2023-02-04,13,8,874,2,2023-03-01,2023-03-08,0,7,Winter2022
70861,2023-02-04,19,8,1212,1,2023-02-28,2023-03-02,0,2,Winter2022
60684,2023-02-04,14,8,772,1,2023-03-08,2023-03-22,0,14,Winter2022
53483,2023-02-04,18,4,95,1,2023-02-24,2023-03-09,0,13,Winter2022
13491,2023-02-04,20,6,807,1,2023-02-06,2023-02-20,0,14,Winter2022
25539,2023-02-04,22,8,1050,1,2023-03-06,2023-03-07,0,1,Winter2022
9952,2023-02-04,15,4,430,1,2023-03-13,2023-03-14,0,1,Winter2022
65338,2023-02-04,18,8,813,1,2023-03-07,2023-03-16,0,9,Winter2022
94167,2023-02-04,16,6,579,1,2023-03-13,2023-03-20,0,7,Winter2022
28426,2023-02-04,20,4,469,1,2023-03-02,2023-03-08,0,6,Winter2022
31352,2023-02-04,19,4,33,1,2023-03-15,2023-03-21,0,6,Winter2022
69819,2023-02-04,18,4,227,1,2023-02-27,2023-03-07,0,8,Winter2022
91294,2023-02-04,21,6,1096,1,2023-03-13,2023-03-16,0,3,Winter2022
24897,2023-02-04,15,6,1182,1,2023-03-15,2023-03-29,0,14,Winter2022
86012,2023-02-04,23,6,664,2,2023-03-07,2023-03-13,0,6,Winter2022
7863,2023-02-04,24,8,951,1,2023-02-24,2023-03-06,0,10,Winter2022
50662,2023-02-04,15,6,866,1,2023-03-02,2023-03-10,0,8,Winter2022
65251,2023-02-04,20,8,802,1,2023-02-28,2023-03-07,0,7,Winter2022
23276,2023-02-04,19,4,283,1,2023-03-08,2023-03-21,0,13,Winter2022
63074,2023-02-04,21,8,851,1,2023-03-17,2023-03-20,0,3,Winter2022
44764,2023-02-05,19,6,1074,1,2023-02-28,2023-03-10,0,10,Winter2022
8187,2023-02-05,19,8,620,2,2023-02-27,2023-03-10,0,11,Winter2022
48753,2023-02-05,13,6,1209,2,2023-03-03,2023-03-14,0,11,Winter2022
15439,2023-02-05,23,4,335,1,2023-02-22,2023-02-24,0,2,Winter2022
85894,2023-02-05,22,8,872,1,2023-02-27,2023-03-01,0,2,Winter2022
67216,2023-02-05,14,6,678,1,2023-03-03,2023-03-14,0,11,Winter2022
48304,2023-02-05,22,4,78,1,2023-03-30,2023-04-06,0,7,Winter2022
50371,2023-02-05,20,4,144,1,2023-03-01,2023-03-06,0,5,Winter2022
65400,2023-02-05,24,8,769,1,2023-03-06,2023-03-08,0,2,Winter2022
1378,2023-02-05,16,5,669,2,2023-02-23,2023-03-09,0,14,Winter2022
89555,2023-02-05,21,4,418,1,2023-02-27,2023-03-08,0,9,Winter2022
95859,2023-02-05,14,6,1006,1,2023-02-28,2023-03-07,0,7,Winter2022
24159,2023-02-05,17,6,1125,1,2023-03-28,2023-03-31,0,3,Winter2022
91803,2023-02-05,18,4,209,1,2023-02-16,2023-02-27,0,11,Winter2022
53680,2023-02-05,17,6,610,2,2023-03-10,2023-03-20,0,10,Winter2022
26472,2023-02-05,22,8,1166,1,2023-03-08,2023-03-22,0,14,Winter2022
15080,2023-02-05,19,4,241,1,2023-02-09,2023-02-22,0,13,Winter2022
85080,2023-02-05,17,6,1161,1,2023-03-06,2023-03-09,0,3,Winter2022
14157,2023-02-06,21,6,1017,1,2023-03-21,2023-03-31,0,10,Winter2022
40543,2023-02-06,13,6,1221,1,2023-03-03,2023-03-08,0,5,Winter2022
8472,2023-02-06,13,8,821,1,2023-03-02,2023-03-07,0,5,Winter2022
74249,2023-02-06,19,5,920,2,2023-02-24,2023-03-09,0,13,Winter2022
82315,2023-02-06,19,4,431,1,2023-02-28,2023-03-13,0,13,Winter2022
77122,2023-02-06,14,5,1208,1,2023-03-13,2023-03-24,0,11,Winter2022
31202,2023-02-06,24,6,1017,1,2023-02-23,2023-03-02,0,7,Winter2022
37632,2023-02-06,17,4,266,1,2023-03-27,2023-04-10,0,14,Winter2022
51580,2023-02-06,20,6,949,1,2023-02-24,2023-03-07,0,11,Winter2022
17092,2023-02-06,22,4,374,1,2023-02-24,2023-02-28,0,4,Winter2022
7583,2023-02-06,14,6,1189,1,2023-03-24,2023-03-28,0,4,Winter2022
61190,2023-02-06,19,4,442,1,2023-03-10,2023-03-20,0,10,Winter2022
26620,2023-02-06,19,4,218,1,2023-03-14,2023-03-17,0,3,Winter2022
40040,2023-02-06,18,4,16,1,2023-02-07,2023-02-15,0,8,Winter2022
40095,2023-02-06,16,6,893,1,2023-03-21,2023-04-03,0,13,Winter2022
65866,2023-02-06,16,4,195,1,2023-03-02,2023-03-08,0,6,Winter2022
59425,2023-02-06,16,6,544,2,2023-03-06,2023-03-08,0,2,Winter2022
63593,2023-02-07,21,5,983,2,2023-03-10,2023-03-23,0,13,Winter2022
6161,2023-02-07,20,4,446,1,2023-02-21,2023-03-06,0,13,Winter2022
8215,2023-02-07,14,4,119,1,2023-02-28,2023-03-03,0,3,Winter2022
90205,2023-02-07,19,6,1184,1,2023-03-03,2023-03-06,0,3,Winter2022
71841,2023-02-07,19,6,1089,2,2023-03-13,2023-03-14,0,1,Winter2022
56942,2023-02-07,22,6,559,2,2023-02-24,2023-03-10,0,14,Winter2022
56865,2023-02-07,17,6,855,2,2023-03-24,2023-04-04,0,11,Winter2022
40618,2023-02-07,19,4,1140,2,2023-02-23,2023-03-03,0,8,Winter2022
44724,2023-02-07,24,6,824,1,2023-03-16,2023-03-28,0,12,Winter2022
766,2023-02-07,21,4,39,1,2023-03-21,2023-03-28,0,7,Winter2022
47687,2023-02-07,17,4,333,1,2023-01-30,2023-02-07,0,8,Winter2022
29336,2023-02-07,18,5,779,1,2023-03-02,2023-03-14,0,12,Winter2022
36630,2023-02-07,19,6,1094,1,2023-02-09,2023-02-14,0,5,Winter2022
58195,2023-02-07,17,5,509,1,2023-03-10,2023-03-23,0,13,Winter2022
73480,2023-02-07,18,4,165,1,2023-03-13,2023-03-21,0,8,Winter2022
94674,2023-02-07,19,8,842,1,2023-02-17,2023-02-23,0,6,Winter2022
67039,2023-02-07,17,6,910,1,2023-03-15,2023-03-20,0,5,Winter2022
1556,2023-02-07,18,6,1155,2,2023-03-13,2023-03-17,0,4,Winter2022
68725,2023-02-07,22,8,814,1,2023-03-09,2023-03-10,0,1,Winter2022
74628,2023-02-07,17,4,21,1,2023-02-14,2023-02-27,0,13,Winter2022
65350,2023-02-08,18,6,586,1,2023-03-20,2023-03-23,0,3,Winter2022
28401,2023-02-08,19,6,608,1,2023-03-08,2023-03-13,0,5,Winter2022
28248,2023-02-08,21,5,1200,1,2023-03-21,2023-03-31,0,10,Winter2022
50395,2023-02-08,15,4,422,1,2023-03-16,2023-03-17,0,1,Winter2022
27198,2023-02-08,14,4,192,1,2023-03-02,2023-03-03,0,1,Winter2022
45645,2023-02-08,22,4,45,1,2023-03-09,2023-03-22,0,13,Winter2022
82565,2023-02-08,18,4,423,2,2023-03-14,2023-03-15,0,1,Winter2022
72353,2023-02-08,19,8,948,1,2023-02-23,2023-03-02,0,7,Winter2022
67818,2023-02-08,20,6,782,1,2023-03-17,2023-03-27,0,10,Winter2022
9499,2023-02-08,17,8,795,1,2023-03-14,2023-03-20,0,6,Winter2022
70635,2023-02-08,14,6,528,1,2023-02-17,2023-03-02,0,13,Winter2022
19612,2023-02-08,21,4,440,1,2023-03-20,2023-03-22,0,2,Winter2022
91972,2023-02-08,20,4,88,2,2023-03-24,2023-04-04,0,11,Winter2022
37695,2023-02-08,20,6,931,1,2023-03-28,2023-04-06,0,9,Winter2022
6057,2023-02-08,14,4,941,1,2023-03-21,2023-03-31,0,10,Winter2022
62129,2023-02-08,14,6,1213,1,2023-03-03,2023-03-06,0,3,Winter2022
93224,2023-02-08,17,4,319,1,2023-03-15,2023-03-29,0,14,Winter2022
51967,2023-02-08,18,6,537,2,2023-03-13,2023-03-24,0,11,Winter2022
40472,2023-02-08,17,4,369,2,2023-03-08,2023-03-22,0,14,Winter2022
31391,2023-02-09,20,4,348,1,2023-03-10,2023-03-16,0,6,Winter2022
79417,2023-02-09,19,8,1047,2,2023-03-17,2023-03-28,0,11,Winter2022
43336,2023-02-09,16,8,516,1,2023-03-13,2023-03-16,0,3,Winter2022
55347,2023-02-09,21,4,869,1,2023-03-06,2023-03-10,0,4,Winter2022
57820,2023-02-09,16,8,954,1,2023-03-17,2023-03-30,0,13,Winter2022
65464,2023-02-09,21,4,458,1,2023-03-15,2023-03-22,0,7,Winter2022
59062,2023-02-09,22,4,189,2,2023-02-10,2023-02-23,0,13,Winter2022
886,2023-02-09,20,4,234,1,2023-02-27,2023-03-09,0,10,Winter2022
82954,2023-02-09,15,5,732,1,2023-02-10,2023-02-24,0,14,Winter2022
61148,2023-02-09,17,8,1050,2,2023-03-20,2023-03-31,0,11,Winter2022
68146,2023-02-09,13,6,854,1,2023-03-17,2023-03-31,0,14,Winter2022
23175,2023-02-09,25,4,194,1,2023-03-16,2023-03-21,0,5,Winter2022
95530,2023-02-09,22,4,390,1,2023-03-27,2023-04-06,0,10,Winter2022
72149,2023-02-09,15,4,220,1,2023-03-22,2023-03-30,0,8,Winter2022
46087,2023-02-09,16,8,832,1,2023-03-03,2023-03-07,0,4,Winter2022
62740,2023-02-09,20,6,740,2,2023-03-16,2023-03-29,0,13,Winter2022
52329,2023-02-09,20,5,509,1,2023-03-21,2023-04-04,0,14,Winter2022
3228,2023-02-09,21,4,126,1,2023-03-09,2023-03-13,0,4,Winter2022
33775,2023-02-09,20,4,183,1,2023-02-23,2023-03-09,0,14,Winter2022
31866,2023-02-09,21,8,814,2,2023-03-17,2023-03-24,0,7,Winter2022
31634,2023-02-09,15,4,264,2,2023-03-03,2023-03-10,0,7,Winter2022
37672,2023-02-10,14,4,5,1,2023-03-22,2023-03-27,0,5,Winter2022
18886,2023-02-10,15,6,822,1,2023-03-13,2023-03-23,0,10,Winter2022
79028,2023-02-10,19,5,1076,1,2023-03-14,2023-03-16,0,2,Winter2022
38013,2023-02-10,24,6,710,1,2023-03-29,2023-04-06,0,8,Winter2022
1902,2023-02-10,15,4,432,1,2023-03-03,2023-03-10,0,7,Winter2022
345,2023-02-10,18,8,1220,2,2023-03-03,2023-03-16,0,13,Winter2022
9284,2023-02-10,20,5,1016,1,2023-03-08,2023-03-21,0,13,Winter2022
33212,2023-02-10,19,6,946,2,2023-02-13,2023-02-16,0,3,Winter2022
24624,2023-02-10,20,6,520,1,2023-02-28,2023-03-13,0,13,Winter2022
83644,2023-02-10,17,4,265,1,2023-03-21,2023-03-29,0,8,Winter2022
80651,2023-02-10,13,5,1081,1,2023-03-13,2023-03-17,0,4,Winter2022
68438,2023-02-10,21,4,76,1,2023-02-23,2023-03-02,0,7,Winter2022
99212,2023-02-11,16,6,876,1,2023-03-02,2023-03-03,0,1,Winter2022
16689,2023-02-11,15,4,139,1,2023-03-01,2023-03-06,0,5,Winter2022
19932,2023-02-11,14,6,1044,1,2023-03-16,2023-03-29,0,13,Winter2022
69152,2023-02-11,20,4,58,2,2023-03-10,2023-03-24,0,14,Winter2022
10770,2023-02-11,20,4,376,2,2023-04-03,2023-04-12,0,9,Winter2022
79848,2023-02-11,21,8,596,1,2023-03-16,2023-03-20,0,4,Winter2022
21751,2023-02-11,19,5,858,1,2023-03-10,2023-03-23,0,13,Winter2022
3575,2023-02-11,13,5,669,1,2023-03-14,2023-03-15,0,1,Winter2022
36580,2023-02-11,20,4,229,1,2023-03-03,2023-03-15,0,12,Winter2022
43906,2023-02-11,23,6,1207,2,2023-03-27,2023-03-28,0,1,Winter2022
7781,2023-02-11,15,4,462,1,2023-03-14,2023-03-21,0,7,Winter2022
6870,2023-02-11,18,5,1120,1,2023-03-16,2023-03-22,0,6,Winter2022
92331,2023-02-11,20,6,636,1,2023-03-23,2023-04-04,0,12,Winter2022
98624,2023-02-11,15,8,943,2,2023-03-08,2023-03-17,0,9,Winter2022
23901,2023-02-11,17,4,361,1,2023-03-06,2023-03-15,0,9,Winter2022
76010,2023-02-11,19,5,1216,1,2023-03-07,2023-03-15,0,8,Winter2022
856,2023-02-11,18,6,791,1,2023-02-22,2023-02-28,0,6,Winter2022
52691,2023-02-11,17,4,171,1,2023-03-17,2023-03-28,0,11,Winter2022
78095,2023-02-11,20,5,818,1,2023-03-14,2023-03-17,0,3,Winter2022
92109,2023-02-11,18,4,440,1,2023-03-09,2023-03-10,0,1,Winter2022
17361,2023-02-11,22,8,555,1,2023-03-22,2023-04-04,0,13,Winter2022
29684,2023-02-12,17,6,1019,1,2023-03-15,2023-03-22,0,7,Winter2022
