,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season,CustomerCountry,CustomerName
47302,2023-09-07,14,4,245,1,2023-10-16,2023-10-26,0,10,Summer2023,Germany,Abernathy and Sons
48779,2023-09-07,15,5,750,1,2023-10-10,2023-10-24,0,14,Summer2023,Greece,Schinner-Kunze
13160,2023-09-07,13,8,888,1,2023-10-11,2023-10-17,0,6,Summer2023,Sweden,Muller-Lebsack
96651,2023-09-07,13,5,1169,1,2023-10-06,2023-10-20,0,14,Summer2023,Poland,"Langosh, Buckridge and Reynolds"
64673,2023-09-07,13,4,92,1,2023-10-02,2023-10-10,0,8,Summer2023,Germany,Mueller Inc
54565,2023-09-07,20,6,537,2,2023-10-03,2023-10-12,0,9,Summer2023,France,Kuvalis-Little
13755,2023-09-07,16,4,459,1,2023-09-22,2023-10-02,0,10,Summer2023,Germany,"Hermiston, Schultz and Hettinger"
17960,2023-09-07,17,4,197,1,2023-10-12,2023-10-20,0,8,Summer2023,Germany,"Marks, Nicolas and Swaniawski"
19754,2023-09-07,17,8,761,2,2023-09-28,2023-10-03,0,5,Summer2023,Sweden,Schmeler Inc
80114,2023-09-07,17,6,866,1,2023-10-11,2023-10-20,0,9,Summer2023,France,Bosco-Bergnaum
44802,2023-09-07,21,4,127,1,2023-10-02,2023-10-05,0,3,Summer2023,Belgium,Wunsch LLC
3477,2023-09-07,14,8,888,2,2023-10-11,2023-10-25,0,14,Summer2023,Sweden,Muller-Lebsack
13059,2023-09-07,19,5,745,1,2023-10-12,2023-10-26,0,14,Summer2023,Czech Republic,"Bartell, Deckow and Abshire"
43062,2023-09-07,17,4,89,1,2023-09-25,2023-10-04,0,9,Summer2023,Germany,"Hansen, Zboncak and McCullough"
936,2023-09-07,15,6,878,1,2023-09-06,2023-09-07,0,1,Summer2023,Spain,"Funk, Wolff and Hahn"
4824,2023-09-08,20,6,1038,1,2023-10-12,2023-10-26,0,14,Summer2023,France,Walter-Herman
8542,2023-09-08,20,4,466,1,2023-10-10,2023-10-16,0,6,Summer2023,Germany,"Mraz, Kemmer and Huels"
19190,2023-09-08,14,4,255,1,2023-09-22,2023-10-04,0,12,Summer2023,Belgium,"Frami, Blick and Goodwin"
66330,2023-09-08,20,4,447,1,2023-09-28,2023-10-04,0,6,Summer2023,Germany,"Stiedemann, Nader and Kunde"
2344,2023-09-08,18,5,748,1,2023-09-26,2023-10-10,0,14,Summer2023,Czech Republic,Weimann-Brown
90764,2023-09-08,17,4,238,1,2023-10-05,2023-10-06,0,1,Summer2023,Germany,Rutherford and Sons
20533,2023-09-08,22,5,811,1,2023-09-29,2023-10-13,0,14,Summer2023,Greece,Zboncak-Schaden
16671,2023-09-08,22,4,419,1,2023-09-26,2023-10-05,0,9,Summer2023,Germany,Zieme-Hartmann
75084,2023-09-08,16,4,421,1,2023-10-20,2023-10-31,0,11,Summer2023,Germany,Monahan-Dickinson
94013,2023-09-08,13,4,484,1,2023-09-11,2023-09-25,0,14,Summer2023,Belgium,"Hauck, Keebler and Pfeffer"
15074,2023-09-08,22,8,726,2,2023-10-09,2023-10-18,0,9,Summer2023,Sweden,Grady-Shanahan
79650,2023-09-08,14,8,506,1,2023-10-16,2023-10-17,0,1,Summer2023,Sweden,"Okuneva, Russel and O'Keefe"
7355,2023-09-08,19,8,952,1,2023-10-27,2023-10-31,0,4,Summer2023,Sweden,"Lowe, Kautzer and Romaguera"
99507,2023-09-08,11,4,387,1,2023-10-13,2023-10-27,0,14,Summer2023,Germany,"Corwin, Dickens and Klein"
68983,2023-09-08,23,8,548,1,2023-10-12,2023-10-24,0,12,Summer2023,Finland,"Predovic, Bernier and Gislason"
25593,2023-09-09,18,4,69,1,2023-10-03,2023-10-10,0,7,Summer2023,Germany,McClure-Wolf
35172,2023-09-09,15,5,538,1,2023-10-05,2023-10-16,0,11,Summer2023,Poland,Sauer Group
23455,2023-09-09,16,4,301,1,2023-10-17,2023-10-19,0,2,Summer2023,Germany,Jacobs LLC
10557,2023-09-09,11,4,488,1,2023-09-11,2023-09-15,0,4,Summer2023,Germany,Zieme Group
12265,2023-09-09,16,6,592,1,2023-10-09,2023-10-10,0,1,Summer2023,France,West-Ondricka
96007,2023-09-09,16,6,1174,2,2023-10-09,2023-10-23,0,14,Summer2023,Portugal,"Bauch, Kautzer and Hackett"
56134,2023-09-09,13,4,141,1,2023-10-18,2023-10-23,0,5,Summer2023,Germany,Bayer-Nienow
59212,2023-09-09,17,4,37,1,2023-10-10,2023-10-17,0,7,Summer2023,Belgium,Ruecker-Leannon
23116,2023-09-09,19,4,401,1,2023-09-29,2023-10-06,0,7,Summer2023,Germany,Kling-Walker
80818,2023-09-09,21,5,1163,1,2023-09-29,2023-10-10,0,11,Summer2023,Poland,Kshlerin LLC
75729,2023-09-09,18,6,1104,1,2023-09-18,2023-09-26,0,8,Summer2023,France,"Dickens, Aufderhar and Graham"
55432,2023-09-09,16,5,669,1,2023-10-02,2023-10-05,0,3,Summer2023,Czech Republic,"Pacocha, Daniel and Bartell"
88657,2023-09-09,18,5,623,1,2023-10-03,2023-10-05,0,2,Summer2023,Greece,Farrell and Sons
34904,2023-09-09,18,4,218,1,2023-10-19,2023-10-23,0,4,Summer2023,Germany,Kshlerin Inc
52159,2023-09-09,18,4,469,1,2023-10-10,2023-10-18,0,8,Summer2023,Germany,Casper and Sons
5037,2023-09-09,24,4,22,1,2023-10-12,2023-10-17,0,5,Summer2023,Germany,Sawayn-Langosh
49843,2023-09-09,15,6,816,1,2023-10-13,2023-10-19,0,6,Summer2023,France,Streich-MacGyver
62338,2023-09-09,18,6,707,1,2023-10-02,2023-10-09,0,7,Summer2023,France,Lowe Group
68287,2023-09-09,21,8,796,1,2023-10-04,2023-10-09,0,5,Summer2023,Norway,Torphy-Schamberger
63729,2023-09-10,17,5,589,1,2023-10-10,2023-10-11,0,1,Summer2023,Czech Republic,Sipes-Haag
43646,2023-09-10,17,4,60,2,2023-10-05,2023-10-12,0,7,Summer2023,Germany,"Bradtke, Jakubowski and Nicolas"
30849,2023-09-10,17,5,560,1,2023-09-29,2023-10-05,0,6,Summer2023,Greece,Vandervort-Kerluke
66417,2023-09-10,17,5,801,1,2023-09-27,2023-10-09,0,12,Summer2023,Czech Republic,Feeney-Hills
53797,2023-09-10,23,8,939,2,2023-09-14,2023-09-22,0,8,Summer2023,Sweden,Ernser-Christiansen
88667,2023-09-10,19,4,378,1,2023-10-13,2023-10-26,0,13,Summer2023,Germany,"Simonis, Ziemann and Kulas"
35127,2023-09-10,17,4,183,1,2023-10-03,2023-10-10,0,7,Summer2023,Germany,"Goldner, Murray and McGlynn"
99913,2023-09-10,20,6,706,2,2023-10-10,2023-10-17,0,7,Summer2023,Croatia,"Williamson, Gerlach and Ondricka"
63815,2023-09-10,16,5,499,1,2023-10-03,2023-10-16,0,13,Summer2023,Czech Republic,D'Amore-Roberts
90104,2023-09-10,14,4,247,1,2023-10-03,2023-10-12,0,9,Summer2023,Germany,"Hand, Walker and Buckridge"
32154,2023-09-10,16,4,203,1,2023-10-04,2023-10-17,0,13,Summer2023,Belgium,Trantow-Lemke
62516,2023-09-10,16,4,257,1,2023-10-02,2023-10-12,0,10,Summer2023,Germany,Lang Inc
97142,2023-09-10,12,5,1009,1,2023-10-11,2023-10-20,0,9,Summer2023,Greece,Quitzon Group
87351,2023-09-10,13,4,350,2,2023-10-03,2023-10-11,0,8,Summer2023,Germany,Hudson-Robel
71376,2023-09-10,21,4,398,1,2023-10-17,2023-10-23,0,6,Summer2023,Germany,"Vandervort, Kilback and Koepp"
64201,2023-09-10,16,6,1152,1,2023-10-13,2023-10-20,0,7,Summer2023,Portugal,Kunze-Johns
68373,2023-09-10,18,6,579,1,2023-10-24,2023-10-26,0,2,Summer2023,France,"Rosenbaum, Considine and Mosciski"
91705,2023-09-10,15,4,164,1,2023-10-12,2023-10-23,0,11,Summer2023,Germany,Boyer Inc
40497,2023-09-10,19,4,200,1,2023-10-17,2023-10-24,0,7,Summer2023,Germany,Lindgren and Sons
5351,2023-09-10,22,6,993,1,2023-10-18,2023-10-31,0,13,Summer2023,Portugal,"Kuhn, Considine and Bartell"
67074,2023-09-10,18,4,485,2,2023-11-08,2023-11-16,0,8,Summer2023,Germany,Towne Group
80546,2023-09-11,19,5,574,1,2023-11-01,2023-11-15,0,14,Summer2023,Czech Republic,"Moore, Considine and Langworth"
22574,2023-09-11,19,5,558,1,2023-10-02,2023-10-09,0,7,Summer2023,Czech Republic,"Reichel, Keeling and Fritsch"
38448,2023-09-11,18,6,931,1,2023-09-20,2023-10-04,0,14,Summer2023,France,Keeling-Cremin
43278,2023-09-11,20,8,940,1,2023-10-18,2023-10-20,0,2,Summer2023,Sweden,Nolan-McKenzie
13593,2023-09-11,21,5,835,1,2023-10-11,2023-10-25,0,14,Summer2023,Greece,Murray Inc
81352,2023-09-11,18,4,119,2,2023-10-18,2023-10-19,0,1,Summer2023,Germany,Brekke-Fritsch
67346,2023-09-11,21,5,1028,1,2023-10-19,2023-10-31,0,12,Summer2023,Poland,"Jerde, Jacobson and Schmitt"
64690,2023-09-11,18,8,971,1,2023-09-29,2023-10-10,0,11,Summer2023,Finland,McKenzie-McCullough
20117,2023-09-11,18,8,590,2,2023-10-10,2023-10-12,0,2,Summer2023,Lithuania,Cummings-Runolfsdottir
75788,2023-09-11,19,5,773,1,2023-10-24,2023-11-01,0,8,Summer2023,Czech Republic,Dibbert LLC
3044,2023-09-11,17,7,749,1,2023-10-17,2023-10-26,0,9,Summer2023,United Kingdom,Waters and Sons
29832,2023-09-11,23,6,1198,1,2023-09-25,2023-09-28,0,3,Summer2023,Italy,"Leannon, Mayert and Spencer"
50903,2023-09-11,17,5,1039,1,2023-09-12,2023-09-26,0,14,Summer2023,Poland,Schinner-Lueilwitz
4136,2023-09-11,18,5,1204,1,2023-10-12,2023-10-25,0,13,Summer2023,Czech Republic,Fay and Sons
47830,2023-09-11,18,8,940,2,2023-09-25,2023-09-27,0,2,Summer2023,Sweden,Nolan-McKenzie
96547,2023-09-11,17,5,776,1,2023-10-12,2023-10-25,0,13,Summer2023,Czech Republic,Olson-Doyle
94676,2023-09-11,21,5,1147,1,2023-09-29,2023-10-06,0,7,Summer2023,Greece,Powlowski Group
46278,2023-09-11,14,4,32,1,2023-10-13,2023-10-23,0,10,Summer2023,Germany,"Carter, Willms and Schneider"
84710,2023-09-11,15,5,1117,2,2023-10-13,2023-10-25,0,12,Summer2023,Greece,"Swaniawski, Turcotte and Bernhard"
65978,2023-09-11,19,4,296,1,2023-10-12,2023-10-25,0,13,Summer2023,Germany,Sauer-Romaguera
4718,2023-09-11,18,5,509,1,2023-09-15,2023-09-21,0,6,Summer2023,Czech Republic,King Inc
67408,2023-09-11,21,8,1118,1,2023-09-06,2023-09-11,0,5,Summer2023,Sweden,"Walsh, O'Connell and Weber"
63226,2023-09-12,18,6,1074,1,2023-09-25,2023-09-26,0,1,Summer2023,France,Bartoletti-Stehr
21950,2023-09-12,23,4,277,1,2023-10-26,2023-11-09,0,14,Summer2023,Germany,Luettgen-Kuhlman
49789,2023-09-12,22,4,46,1,2023-10-17,2023-10-31,0,14,Summer2023,Germany,Boyle-O'Reilly
24806,2023-09-12,17,4,320,1,2023-09-28,2023-10-05,0,7,Summer2023,Germany,Russel-Weber
14236,2023-09-12,16,4,344,1,2023-10-04,2023-10-05,0,1,Summer2023,Germany,Bruen-Smitham
66148,2023-09-12,15,5,1150,1,2023-10-12,2023-10-17,0,5,Summer2023,Poland,"Marvin, Kemmer and Kling"
10366,2023-09-12,22,5,942,1,2023-10-02,2023-10-11,0,9,Summer2023,Czech Republic,Ledner-Gerlach
37856,2023-09-12,18,6,1014,1,2023-10-12,2023-10-16,0,4,Summer2023,Portugal,Kutch-Watsica
32880,2023-09-12,14,5,712,1,2023-09-13,2023-09-21,0,8,Summer2023,Czech Republic,"Marvin, Ondricka and Volkman"
84525,2023-09-12,18,5,500,1,2023-10-13,2023-10-23,0,10,Summer2023,Czech Republic,Hahn Group
9376,2023-09-12,14,8,1046,1,2023-11-01,2023-11-15,0,14,Summer2023,Sweden,Lebsack-Prosacco
70186,2023-09-12,21,6,592,1,2023-10-03,2023-10-12,0,9,Summer2023,France,West-Ondricka
63619,2023-09-12,13,6,549,1,2023-10-12,2023-10-24,0,12,Summer2023,France,Wehner and Sons
93198,2023-09-12,17,5,558,1,2023-10-24,2023-10-30,0,6,Summer2023,Czech Republic,"Reichel, Keeling and Fritsch"
33506,2023-09-12,21,4,5,2,2023-10-02,2023-10-11,0,9,Summer2023,Germany,Hoppe Group
36932,2023-09-12,16,8,1136,2,2023-10-05,2023-10-18,0,13,Summer2023,Norway,"Brekke, Simonis and Jerde"
73505,2023-09-13,23,6,535,2,2023-10-13,2023-10-17,0,4,Summer2023,France,Ratke Inc
90052,2023-09-13,10,8,590,1,2023-10-20,2023-11-02,0,13,Summer2023,Lithuania,Cummings-Runolfsdottir
19438,2023-09-13,13,5,800,1,2023-09-25,2023-09-29,0,4,Summer2023,Greece,Lynch-Hane
16844,2023-09-13,21,4,4,1,2023-10-10,2023-10-19,0,9,Summer2023,Germany,Runolfsdottir Inc
35146,2023-09-13,23,4,386,1,2023-10-19,2023-11-01,0,13,Summer2023,Germany,Bosco LLC
1440,2023-09-13,18,8,877,1,2023-10-06,2023-10-17,0,11,Summer2023,Lithuania,Larson-Morissette
93227,2023-09-13,18,4,397,1,2023-10-24,2023-10-31,0,7,Summer2023,Germany,Baumbach-Schaefer
20395,2023-09-13,17,4,461,1,2023-10-12,2023-10-23,0,11,Summer2023,Germany,West LLC
38592,2023-09-13,19,4,442,1,2023-10-09,2023-10-17,0,8,Summer2023,Germany,"Jerde, Marquardt and Hamill"
66060,2023-09-13,20,6,630,1,2023-10-19,2023-10-20,0,1,Summer2023,France,"Jast, Schimmel and Goldner"
37216,2023-09-13,23,8,761,2,2023-10-18,2023-10-31,0,13,Summer2023,Sweden,Schmeler Inc
23794,2023-09-13,19,4,11,1,2023-10-04,2023-10-16,0,12,Summer2023,Germany,Champlin and Sons
95249,2023-09-13,16,8,988,1,2023-10-17,2023-10-30,0,13,Summer2023,Lithuania,Kuvalis-Bahringer
80388,2023-09-13,18,5,862,1,2023-10-24,2023-11-02,0,9,Summer2023,Hungary,Kautzer-McGlynn
22831,2023-09-13,24,4,130,2,2023-10-25,2023-10-27,0,2,Summer2023,Germany,"Turcotte, Bruen and Jenkins"
28924,2023-09-13,18,4,177,1,2023-10-11,2023-10-18,0,7,Summer2023,Germany,Berge-Brown
35087,2023-09-13,20,4,426,2,2023-10-09,2023-10-19,0,10,Summer2023,Germany,"Ward, Sauer and Conn"
37641,2023-09-13,18,5,1154,1,2023-10-27,2023-10-30,0,3,Summer2023,Poland,Crooks-Haley
47542,2023-09-13,13,4,490,2,2023-09-20,2023-09-27,0,7,Summer2023,Germany,Zboncak-Dare
72337,2023-09-13,22,4,33,1,2023-09-29,2023-10-05,0,6,Summer2023,Germany,"Terry, Carroll and Gottlieb"
31104,2023-09-14,16,4,468,1,2023-10-25,2023-11-07,0,13,Summer2023,Belgium,Nader and Sons
83723,2023-09-14,17,4,82,1,2023-10-02,2023-10-03,0,1,Summer2023,Germany,Hartmann and Sons
76602,2023-09-14,7,4,254,1,2023-10-11,2023-10-25,0,14,Summer2023,Belgium,Welch-Lindgren
4791,2023-09-14,18,4,176,1,2023-10-17,2023-10-30,0,13,Summer2023,Germany,"Kuvalis, Hauck and Ortiz"
14794,2023-09-14,17,6,636,1,2023-09-25,2023-10-02,0,7,Summer2023,France,Howell-Keeling
79230,2023-09-14,14,5,640,1,2023-09-15,2023-09-21,0,6,Summer2023,Hungary,Greenfelder-Jones
80200,2023-09-14,17,8,860,1,2023-10-20,2023-11-02,0,13,Summer2023,Sweden,Greenfelder Inc
2467,2023-09-14,18,8,1066,1,2023-10-13,2023-10-24,0,11,Summer2023,Norway,"Bergnaum, Bauch and Runolfsdottir"
90115,2023-09-14,19,4,63,1,2023-10-10,2023-10-24,0,14,Summer2023,Germany,Littel LLC
35953,2023-09-14,19,4,163,2,2023-10-19,2023-10-31,0,12,Summer2023,Germany,"Lueilwitz, Hoppe and Bogan"
22510,2023-09-14,17,6,1160,1,2023-10-03,2023-10-06,0,3,Summer2023,Portugal,"Schmitt, Walter and Glover"
43337,2023-09-14,15,5,501,1,2023-09-29,2023-10-13,0,14,Summer2023,Greece,McClure LLC
28440,2023-09-14,21,8,1087,1,2023-10-24,2023-11-06,0,13,Summer2023,Lithuania,"Schulist, Prosacco and Schneider"
55541,2023-09-14,19,6,995,1,2023-10-13,2023-10-25,0,12,Summer2023,Portugal,Mosciski-Spencer
84988,2023-09-14,15,8,1136,1,2023-11-02,2023-11-13,0,11,Summer2023,Norway,"Brekke, Simonis and Jerde"
4229,2023-09-14,21,6,557,1,2023-10-03,2023-10-10,0,7,Summer2023,France,Grimes LLC
52294,2023-09-14,21,6,782,1,2023-10-16,2023-10-25,0,9,Summer2023,France,Reinger-Kemmer
83268,2023-09-14,14,6,904,1,2023-10-12,2023-10-25,0,13,Summer2023,Spain,"Effertz, Nader and Nitzsche"
24826,2023-09-15,19,5,647,2,2023-10-13,2023-10-18,0,5,Summer2023,Czech Republic,Kautzer Group
44980,2023-09-15,19,4,174,2,2023-11-10,2023-11-22,0,12,Summer2023,Germany,"Strosin, Boyle and Smitham"
46175,2023-09-15,19,8,1027,1,2023-10-12,2023-10-19,0,7,Summer2023,Norway,Brown-Hamill
33049,2023-09-15,17,6,521,1,2023-10-13,2023-10-20,0,7,Summer2023,Italy,"Purdy, Hermann and Macejkovic"
69786,2023-09-15,19,8,943,1,2023-11-06,2023-11-17,0,11,Summer2023,Lithuania,Thiel-Auer
17203,2023-09-15,19,8,828,1,2023-10-17,2023-10-27,0,10,Summer2023,Finland,Kemmer LLC
58345,2023-09-15,21,6,1017,1,2023-10-10,2023-10-23,0,13,Summer2023,Portugal,"Murazik, Muller and Rodriguez"
5570,2023-09-15,21,4,9,2,2023-10-18,2023-10-26,0,8,Summer2023,Germany,"Schulist, Green and Kessler"
1094,2023-09-15,15,8,888,1,2023-10-23,2023-10-26,0,3,Summer2023,Sweden,Muller-Lebsack
88150,2023-09-15,16,6,1189,1,2023-10-03,2023-10-05,0,2,Summer2023,Portugal,Wolf Inc
95639,2023-09-15,18,5,733,1,2023-09-27,2023-10-02,0,5,Summer2023,Czech Republic,Wuckert-Jenkins
78006,2023-09-15,15,4,194,2,2023-10-24,2023-10-27,0,3,Summer2023,Germany,"Miller, Weimann and Schowalter"
14463,2023-09-15,17,4,278,1,2023-10-25,2023-11-01,0,7,Summer2023,Germany,Gibson LLC
34786,2023-09-16,14,8,626,1,2023-10-25,2023-10-31,0,6,Summer2023,Finland,Orn and Sons
63000,2023-09-16,17,4,93,1,2023-09-27,2023-09-29,0,2,Summer2023,Germany,Cartwright Inc
29514,2023-09-16,16,8,977,1,2023-09-18,2023-10-02,0,14,Summer2023,Sweden,Rolfson Inc
96502,2023-09-16,19,6,610,1,2023-10-09,2023-10-18,0,9,Summer2023,France,Jerde-Ward
77364,2023-09-16,16,4,331,1,2023-10-18,2023-10-25,0,7,Summer2023,Germany,Gislason Group
92176,2023-09-16,13,5,766,1,2023-10-11,2023-10-19,0,8,Summer2023,Czech Republic,Kub and Sons
8164,2023-09-16,15,5,938,2,2023-10-04,2023-10-09,0,5,Summer2023,Greece,Mraz-Cummerata
49486,2023-09-16,16,4,152,1,2023-09-18,2023-09-25,0,7,Summer2023,Germany,Buckridge-Murazik
93669,2023-09-16,21,8,962,2,2023-10-20,2023-10-24,0,4,Summer2023,Sweden,"Nicolas, Torp and Hayes"
45220,2023-09-16,15,8,713,2,2023-10-11,2023-10-12,0,1,Summer2023,Sweden,"Strosin, Hayes and Hirthe"
67983,2023-09-16,17,8,738,1,2023-10-13,2023-10-24,0,11,Summer2023,Sweden,Cruickshank-Schaden
69756,2023-09-16,16,4,259,1,2023-10-19,2023-10-25,0,6,Summer2023,Germany,"Bartell, Turcotte and Braun"
18994,2023-09-16,18,6,1221,1,2023-10-10,2023-10-19,0,9,Summer2023,Portugal,Legros and Sons
19397,2023-09-16,20,8,726,1,2023-10-11,2023-10-25,0,14,Summer2023,Sweden,Grady-Shanahan
70105,2023-09-16,18,6,944,1,2023-10-24,2023-11-07,0,14,Summer2023,Switzerland,"Littel, Grant and Champlin"
25205,2023-09-16,14,5,1191,1,2023-10-10,2023-10-12,0,2,Summer2023,Czech Republic,Gibson-Wisoky
14214,2023-09-16,22,8,973,1,2023-10-16,2023-10-20,0,4,Summer2023,Sweden,"Paucek, Satterfield and Brown"
24344,2023-09-16,22,6,823,1,2023-10-12,2023-10-19,0,7,Summer2023,France,Rath-Reichel
9449,2023-09-16,15,4,286,1,2023-10-16,2023-10-24,0,8,Summer2023,Germany,Beahan Group
73446,2023-09-17,18,4,105,1,2023-10-30,2023-11-09,0,10,Summer2023,Germany,Heathcote Inc
79864,2023-09-17,19,5,646,1,2023-10-11,2023-10-17,0,6,Summer2023,Hungary,Ward LLC
58473,2023-09-17,17,6,1161,1,2023-10-05,2023-10-13,0,8,Summer2023,France,Abbott-Schmitt
26788,2023-09-17,17,4,398,1,2023-10-23,2023-10-25,0,2,Summer2023,Germany,"Vandervort, Kilback and Koepp"
26561,2023-09-17,19,8,1222,1,2023-10-18,2023-11-01,0,14,Summer2023,Sweden,Lehner LLC
40402,2023-09-17,22,6,909,1,2023-10-20,2023-10-23,0,3,Summer2023,Portugal,"Koepp, Pollich and Koss"
76690,2023-09-17,17,4,28,1,2023-10-12,2023-10-25,0,13,Summer2023,Germany,"Hahn, Torp and Welch"
66522,2023-09-17,19,4,207,2,2023-10-26,2023-10-27,0,1,Summer2023,Germany,"Kessler, McClure and Pfannerstill"
55063,2023-09-17,19,4,359,1,2023-10-03,2023-10-16,0,13,Summer2023,Germany,"Friesen, Barton and Runolfsdottir"
56635,2023-09-17,13,4,407,1,2023-10-13,2023-10-26,0,13,Summer2023,Germany,Gottlieb-Ratke
94329,2023-09-17,18,6,605,2,2023-10-13,2023-10-19,0,6,Summer2023,France,Wilkinson and Sons
60397,2023-09-17,17,8,1068,1,2023-10-17,2023-10-19,0,2,Summer2023,Sweden,"Raynor, Howe and Nader"
69156,2023-09-17,15,4,66,1,2023-11-02,2023-11-03,0,1,Summer2023,Germany,Jacobson LLC
56412,2023-09-17,15,6,1206,2,2023-09-18,2023-09-22,0,4,Summer2023,Portugal,Sporer Group
21276,2023-09-17,14,8,813,2,2023-10-03,2023-10-11,0,8,Summer2023,Sweden,Homenick-MacGyver
21338,2023-09-17,18,5,858,1,2023-10-16,2023-10-25,0,9,Summer2023,Poland,Lueilwitz-Langworth
16651,2023-09-17,16,8,842,1,2023-10-16,2023-10-17,0,1,Summer2023,Sweden,Rowe Inc
6233,2023-09-17,16,6,526,2,2023-10-12,2023-10-13,0,1,Summer2023,Croatia,McClure-Williamson
65258,2023-09-17,18,5,1188,1,2023-10-17,2023-10-18,0,1,Summer2023,Poland,Lehner Group
32158,2023-09-17,22,4,446,1,2023-10-12,2023-10-13,0,1,Summer2023,Germany,Bailey-Quigley
16151,2023-09-17,17,8,796,1,2023-10-23,2023-11-02,0,10,Summer2023,Norway,Torphy-Schamberger
61382,2023-09-17,20,5,848,1,2023-10-20,2023-10-27,0,7,Summer2023,Czech Republic,Schaden Group
67407,2023-09-17,21,6,1061,1,2023-10-02,2023-10-04,0,2,Summer2023,Portugal,Franecki-Koelpin
79882,2023-09-18,17,6,809,1,2023-10-16,2023-10-18,0,2,Summer2023,Croatia,"Walsh, Bins and Morar"
27542,2023-09-18,17,5,1013,1,2023-10-23,2023-11-06,0,14,Summer2023,Poland,"Fritsch, Wisoky and Bernhard"
57434,2023-09-18,20,4,441,1,2023-10-19,2023-11-01,0,13,Summer2023,Germany,"Lueilwitz, Ondricka and Altenwerth"
73682,2023-09-18,16,4,14,1,2023-10-03,2023-10-17,0,14,Summer2023,Germany,"Gutkowski, White and Beatty"
56864,2023-09-18,19,4,321,1,2023-10-13,2023-10-18,0,5,Summer2023,Belgium,Predovic-Leuschke
66755,2023-09-18,12,8,1007,1,2023-10-12,2023-10-17,0,5,Summer2023,Sweden,"Steuber, Johnston and Bahringer"
19701,2023-09-18,17,4,344,1,2023-09-29,2023-10-03,0,4,Summer2023,Germany,Bruen-Smitham
46006,2023-09-18,10,6,949,1,2023-10-20,2023-10-24,0,4,Summer2023,Portugal,Lebsack-Ondricka
16960,2023-09-18,19,4,419,1,2023-10-17,2023-10-27,0,10,Summer2023,Germany,Zieme-Hartmann
32268,2023-09-18,17,4,128,1,2023-10-18,2023-10-30,0,12,Summer2023,Germany,Wiegand and Sons
39512,2023-09-18,19,5,1163,1,2023-10-09,2023-10-11,0,2,Summer2023,Poland,Kshlerin LLC
3210,2023-09-18,15,8,977,2,2023-10-19,2023-10-31,0,12,Summer2023,Sweden,Rolfson Inc
62634,2023-09-18,11,5,563,2,2023-10-12,2023-10-19,0,7,Summer2023,Czech Republic,"Murray, Lang and Jenkins"
21182,2023-09-18,18,4,364,2,2023-10-02,2023-10-13,0,11,Summer2023,Germany,"Hane, Lynch and Yundt"
74622,2023-09-18,19,4,455,1,2023-10-19,2023-11-01,0,13,Summer2023,Belgium,Skiles and Sons
41942,2023-09-18,13,4,449,1,2023-10-16,2023-10-27,0,11,Summer2023,Germany,Dicki-Goodwin
72435,2023-09-18,13,8,1180,1,2023-10-03,2023-10-12,0,9,Summer2023,Sweden,Mayer and Sons
53783,2023-09-18,19,6,907,1,2023-10-11,2023-10-12,0,1,Summer2023,Portugal,"Cronin, Christiansen and Ledner"
72894,2023-09-18,19,4,436,1,2023-09-19,2023-10-02,0,13,Summer2023,Belgium,Boyle-Kunze
39683,2023-09-18,17,5,853,1,2023-10-04,2023-10-17,0,13,Summer2023,Czech Republic,"Waelchi, Bogisich and Kunde"
67912,2023-09-18,13,6,958,1,2023-10-30,2023-10-31,0,1,Summer2023,Croatia,"Schaefer, Dicki and Jast"
97498,2023-09-18,19,6,866,1,2023-10-16,2023-10-17,0,1,Summer2023,France,Bosco-Bergnaum
90383,2023-09-18,19,4,224,2,2023-10-10,2023-10-19,0,9,Summer2023,Germany,Metz-O'Kon
26565,2023-09-18,17,4,46,1,2023-10-13,2023-10-17,0,4,Summer2023,Germany,Boyle-O'Reilly
74370,2023-09-18,18,4,206,2,2023-10-19,2023-10-31,0,12,Summer2023,Germany,"Jenkins, Langworth and Mitchell"
67589,2023-09-18,20,4,244,1,2023-10-10,2023-10-17,0,7,Summer2023,Germany,Considine-Haley
41222,2023-09-18,21,4,390,1,2023-10-19,2023-10-31,0,12,Summer2023,Germany,Bahringer-Ernser
1785,2023-09-18,17,6,890,1,2023-10-04,2023-10-06,0,2,Summer2023,Croatia,"Heathcote, Fahey and Beier"
43309,2023-09-19,19,6,1001,1,2023-09-18,2023-09-19,0,1,Summer2023,Portugal,Spinka-Beer
84539,2023-09-19,15,5,650,1,2023-10-26,2023-10-31,0,5,Summer2023,Czech Republic,Blick and Sons
64824,2023-09-19,20,6,636,1,2023-10-27,2023-11-06,0,10,Summer2023,France,Howell-Keeling
26282,2023-09-19,17,5,766,1,2023-10-20,2023-11-02,0,13,Summer2023,Czech Republic,Kub and Sons
76807,2023-09-19,21,5,658,1,2023-10-12,2023-10-26,0,14,Summer2023,Czech Republic,Bechtelar-Volkman
64342,2023-09-19,20,6,604,1,2023-09-20,2023-10-04,0,14,Summer2023,France,Brakus and Sons
46664,2023-09-19,19,6,693,2,2023-10-04,2023-10-09,0,5,Summer2023,France,Volkman Inc
